EventID,Rate,ExpectedLoss,MaxExposure,StdDevC,StdDevI
461,0.002057736220993944,5091041.2639424605,7636561.89591369,61639.14861660114,982522.0443146785
462,0.006842892719044573,2122890.0002467968,5498703.70055737,231730.52688038544,695266.5292417911
463,0.007714403913388811,976587.4838068078,42469031.27704084,594366.0344404015,94570.75877024862
464,0.0062503188858744375,842523.1203811369,1263784.6805717053,62407.8461461427,488191.6424973156
465,0.009659552936270879,969323.6433199543,8440007.238767149,333695.3188523519,1628131.8448981594
466,0.004373835215713337,224785.03258578505,3781370.107685897,11390.236532072819,87371.71818057178
467,0.003571408776536747,502754.5216901969,1070457.0326253138,154490.46974044704,172223.9812610522
468,0.008817392153705143,40259.16636576021,1296379.9775523986,14632.466834957433,220303.73415036092
469,0.003012362546675074,645397.6290435796,22359742.951641254,543720.1055091849,104837.94036881698
470,0.009669002854965504,783125.6837529745,15877111.330091238,290787.2981031553,4614.764009966721
471,0.001109390272208347,258446.6054589457,17817053.061770834,214559.61883548435,74588.12121510453
472,0.009728909440368753,3325037.9718997767,35786644.11475885,347336.5432829773,99359.34269424673
473,0.001388439207555185,2401904.017398643,3602856.0260979645,208552.16319051327,175880.184636505
474,0.009020288023282641,1280649.533523795,3293897.5310241287,694395.2083217024,56297.62451760727
475,0.005749309981776699,762254.2630659324,8297241.333502397,250323.28870661464,619671.9028267425
476,0.009936683165073703,2039983.6231826204,4959494.34009893,517145.1243297829,366143.61690868606
477,0.00166416908261859,140012.16907623093,4064657.6750263004,145602.34619290396,26715.101661264474
478,0.005984688559611887,1563078.291428235,3321547.6076457016,24900.605784666506,315025.8916516491
479,0.009723722820571892,133326.62955202383,6756464.624160005,150230.57854796175,318097.24611254316
480,0.00570788059753134,1580902.2671741685,6427975.413594354,27134.8122859891,938581.4985013062
481,0.006664587743217363,322642.8997913426,1320678.0873138318,179539.66888163175,907.6330194175314
482,0.007261738200861555,2096307.6259504491,4786247.884918196,131746.46886482803,85478.73950419218
483,0.0050908695829099595,2883155.546350164,6046895.021153831,194876.89191999685,788459.1677562532
484,0.006648022720756572,161103.42521460957,6334781.943098852,2019.5585180991152,807065.6578818554
485,0.006258828807307903,621153.2794591166,1768935.2246868003,43342.97483602599,382518.6680808673
486,0.009110422094418903,3962652.213142971,10168861.167439355,135191.33036971634,435426.9678837139
487,0.0014090174230731208,660500.7924873811,990751.1887310718,601170.9126583529,28782.489855436546
488,0.0035286687063300734,1991778.8752652125,3286832.30309618,96774.76840426763,216387.3611150153
489,0.00955370335668903,888509.04692425,11363210.882448409,110458.74110419984,79026.81393070995
490,0.009012374055018247,470531.62128036417,6224006.039075417,250840.06250054113,59981.23862802837
491,0.005100910775071417,336569.21906007593,2270078.869606784,185163.57288716035,498698.63803779206
492,0.006581193380213831,227180.55290838637,8904673.553358544,71028.4096271927,43520.958501066736
493,0.0034964306468301945,1434637.0292169554,6284406.241162076,105803.4843218927,189701.22659796572
494,0.002693090437513852,488641.0428023759,11931226.220413469,49103.34463479163,836997.3307437247
495,0.00517328564445984,715956.2656140621,9960903.748038463,676405.2209028061,61676.584294899825
496,0.004180170052234476,677914.745408909,7064139.759923989,27998.301502836537,1144924.1847907389
497,0.006252905006657849,861042.9611735501,5023333.021951219,92991.04981882632,1549555.06834085
498,0.0016996117326848637,2006764.817913147,3010147.2268697205,5235.732548332053,243320.6471571992
499,0.0097695532689955,3949690.791335683,5924536.187003524,50149.07311418779,55950.470729441775
500,0.009875896700316428,523546.5402486669,4073818.0997128612,303254.31341863703,113985.2154182863
501,0.007283455426177707,1757467.7418973532,6859053.614786181,44922.73435460694,165751.07904510386
502,0.005824867297097084,1446162.3965025863,5407092.8604473295,16690.10542124146,111025.43270619486
503,0.00378574854657695,852210.7958446627,2549524.251246634,128663.19924783232,98816.16199608163
504,0.00832415517736254,3124637.665197935,4686956.497796902,2003.8520621224466,1075136.5519725608
505,0.007162580552984914,223736.87170445014,5142403.276648017,17715.13548516463,49945.62181939501
506,0.0024635524541040217,115707.4278197645,2522614.711861372,329662.64139574586,396520.6493632365
507,0.009198344660444582,1923888.190892786,9949113.253497928,295220.48455161706,123.11208927487888
508,0.008402835186308522,578301.4619474765,867452.1929212147,493347.707764039,272037.7965775803
509,0.009548199219627317,1877113.811032593,6592964.492157511,385537.05734641425,742878.0557627636
510,0.00753147557549524,2235769.839287117,21287161.778800674,229881.49715575302,101875.4422134516
511,0.0065207367634221094,64493.2886875834,1437420.8176263175,10750.390735716237,61563.8227486473
512,0.004764187326615571,2149561.5880703228,4784965.291852258,305432.1111391563,316389.9277823316
513,0.009394556350186122,594785.3986684247,892178.098002637,373526.23163412564,374065.5606009954
514,0.008794575005503676,714232.9082461058,7369870.0579835735,320971.8279780645,349454.97393325524
515,0.0014069680309557048,985084.9920853021,5997674.303924402,142050.137158793,115397.51906074933
516,0.001237302770475268,2608873.9595647757,3923831.0127845015,53028.100980690586,87186.87862384293
517,0.004388170301902447,19301.169365585843,5526315.695218492,373292.26135010633,936516.5671249472
518,0.008294979977036498,647874.5639378233,17016789.48323162,259776.00687451888,770354.1478639259
519,0.009885485163834501,1163861.5981336585,1745792.3972004878,790164.9749058253,183368.76132353317
520,0.002353752019931754,1282680.4175451046,1924020.626317657,33847.726006020115,561618.702223409
521,0.006347176438169217,1179385.665711108,14835571.24356953,51150.02880675316,180621.13619288814
522,0.004428017709679194,144372.95559530932,6454949.465734268,47600.213390725825,165696.96751656593
523,0.009729229580331431,355811.87130977405,16599591.447022535,314563.1217731969,51152.147868008986
524,0.00857907030822138,444282.1224093347,6815121.031652536,41382.02988564694,166750.0645470658
525,0.008544958342400242,1631873.7627865213,12461845.562520316,13797.109264893123,231278.74378133254
526,0.005218238438154733,326783.149176632,4211595.266525802,1308734.490246759,6828.424250830493
527,0.004733375521038987,236615.09123624855,10393006.823762381,5026.070022948315,176157.07563219746
528,0.0034606636473763566,3157028.8689500084,18317429.28652545,360658.01051709935,456093.4324434714
529,0.0015073794698583442,8902.797672285236,6366895.673211048,90941.63005072522,341873.4659148969
530,0.00878250138629548,6128822.993904087,9193234.49085613,368545.8807692215,302486.43731955026
531,0.0083161090821707,1129549.8544367533,2347987.4784549577,161765.70630573982,720905.4254493982
532,0.009997459059575175,1762993.01643837,2644489.524657555,463806.37962524133,5458.970316696409
533,0.00996973153366515,349017.75850492064,2126251.491109139,521260.3033718188,244287.8798243679
534,0.005998885350423647,14418.729738011521,2744115.95936053,1827.9644994815144,464430.6725614122
535,0.007920886736624597,1338912.8784347004,6074862.648057518,15681.447288968473,233830.80517968984
536,0.009502891568941855,1796638.9364934007,6650337.09752728,57632.09859422062,117422.312057135
537,0.008646826516096703,1348906.6035480942,4169976.762627816,221318.0554897446,43941.76743942461
538,0.003226132915688779,154142.6817102217,7167041.077368556,438337.9383436974,655608.8558760779
539,0.005054897217790842,1400100.9236042541,2100151.3854063815,123215.72951949952,190895.33527173917
540,0.002162434736363455,1465003.3477280163,2197505.0215920247,186775.45260513664,631403.6753729188
541,0.009586459245328503,1074526.247331881,1611789.3709978214,41774.14212591092,264459.65302330547
542,0.006455571710057921,1452929.7256924133,5474789.716310915,326917.13044455636,336434.2158298713
543,0.0030577852495311648,1870292.6746788048,2805439.0120182075,684248.0490457863,489292.178553315
544,0.0070453061596527115,950892.8243129305,2498071.309970335,62558.6628610212,322898.7144856967
545,0.006563154164121063,92778.57239491574,3835103.6502042557,136570.45175781997,152276.68058887837
546,0.004223464462295564,668703.9837876222,12529510.974388707,18010.35023252965,216237.77562221498
547,0.0020220183297966613,80829.79657432533,121244.694861488,163804.0660316842,487434.8000024316
548,0.007044158760335197,523477.03482533526,7860366.737025384,139745.923419555,140353.92956002962
549,0.0056827693081341404,522740.4730506311,8289479.6636626655,31198.98885710809,147366.4424812239
550,0.007950865525620755,68289.38057355076,12020544.750756834,116702.99702871713,30174.95560754021
551,0.005681471510007941,428969.99729938066,20245364.737157214,81324.55121077943,738068.0812313649
552,0.008669633502866862,117655.90487807251,176483.85731710878,147558.158343224,28635.040811318253
553,0.00596716154897037,1651485.7100754804,2477228.5651132204,176210.94298927212,313415.56024146435
554,0.006048441743818477,2950529.9850619985,16297954.050230635,1706.3743470831228,159918.54712931623
555,0.008889882423925105,75064.63373245577,4600848.69246776,286263.3521251403,156070.62230129473
556,0.004631345795911574,3103656.2340686857,6236014.728672503,249664.5723780235,341410.4256835259
557,0.0022061370560557667,739351.5493887612,8158148.063266173,91231.6279715156,20835.164063768316
558,0.0012590440868200507,356054.67627860204,8523912.51016423,10877.707641935289,270203.31278860423
559,0.007796235301062572,79976.62473957209,20133279.33041025,281244.35170450836,443564.72157177766
560,0.006582785962181183,694396.4967713936,43443170.20527049,620998.5679201388,528449.5596892897
561,0.0073367179128930125,1582384.890197618,9551461.458483646,54927.26680965122,56090.641745982764
562,0.0029166774535801967,1227877.8577836498,2539381.1853402546,78171.84319512246,683130.9110284293
563,0.0022273432802809284,51531.22949604646,15886517.607716687,40622.32963962416,320261.51922487176
564,0.0011309019910109375,75695.82405825247,378551.55390367145,172046.42053909504,640752.2728330063
565,0.004155288029259373,515625.93121608766,1970770.9146228633,33646.194119216845,199240.0826090546
566,0.006309259181691698,349969.609380049,17075836.124452855,88071.55053540497,234287.67102225506
567,0.004530196405897592,264466.09173255955,2219787.668745175,238813.08493465063,754133.637572685
568,0.004937274298213562,329900.17845551163,1869722.9975283088,164248.83691326846,690504.2806243342
569,0.009137428250443738,1627005.031156716,2440507.546735074,97702.79937048786,178349.61373314558
570,0.0041342992032097035,2648292.5945434277,14698412.327311885,109031.52320239232,96232.1366614326
571,0.005625905402438298,519366.4841775336,5199477.792981845,165157.91146585817,149852.19275053506
572,0.008052877114670289,2365642.0682428903,8427011.584832296,1176.3985880151292,147191.3959481845
573,0.004568885040891432,387864.46405724954,2049068.6820955197,16352.642209818383,101426.14946763424
574,0.006598780302050862,647097.8859895242,10642384.468112338,426160.5554864578,93830.066359604
575,0.008761273378720708,256220.87097278863,10703545.949368432,16215.763152751255,592120.2686451277
576,0.00954568561291878,1022974.4619715447,2811270.3096895916,245382.51488571515,21726.669442105343
577,0.002323661328361342,3862333.9679763224,5793500.951964484,505241.1618993232,339599.08586487273
578,0.00933928862645345,925061.825810096,1764977.6735121878,63129.52556529727,56919.9047031166
579,0.005429046637715844,442877.42860668415,28150162.29260111,92563.16456507637,126709.78995116062
580,0.0033241994946906256,1043605.6184754838,7780022.489153722,168292.97049483628,19055.483451887045
581,0.005132221806144352,131157.84425231066,20447814.715765543,426921.46639862243,94402.38947854919
582,0.009820293177569293,2195158.4356663064,3292737.65349946,569137.1572041672,438850.35542000487
583,0.005433562845935827,699334.1822032346,11420699.56690567,269079.0484642117,648886.9249293194
584,0.003958764492587574,596655.4119061019,10888726.95036204,18120.602571681055,75126.34965572743
585,0.006700607688850533,881562.7605399605,8824035.803248614,221220.54775616515,186833.36701671925
586,0.003161310569003738,980253.053151827,25281242.69157434,105629.53149271326,190646.96118788896
587,0.0016827699529779754,74481.98725566498,3751063.448910536,127240.35768923709,620432.535157773
588,0.0021599174971958434,1147646.72952438,1721470.09428657,10079.452945290031,431654.2856794456
589,0.002152412550619952,276981.76589151047,8353908.300356498,42406.63498867077,215894.91832461246
590,0.0023671242416106494,1251597.8612695336,9800852.154136896,312619.29883147153,333278.8306954829
591,0.002249444553844691,1728980.713981719,6418564.845006986,121012.18174624542,563892.2004520632
592,0.006767872703228932,1629428.9459954794,2444143.418993219,71810.47974954212,2875.4223764970684
593,0.0026369207595923036,804080.9030749026,5265742.591885935,96907.85603136942,154696.19398695498
594,0.004111005549914769,734323.1800466302,2806816.9423503936,385377.7601363465,713332.17361089
595,0.009071095689154107,154172.6349642509,4182630.5938382354,276459.68502734567,404483.5014296678
596,0.005265654762365852,1493194.5076374281,7771900.393024197,63577.512509240216,234817.45386009384
597,0.0070080196466892454,316643.2691086065,10255006.6260916,24999.71508066893,226279.96340725108
598,0.0025508788408146687,686559.7708997226,1981936.1618858858,58069.984705859686,128207.45045160211
599,0.002730601169278037,334457.9966637421,3898056.3571225647,507045.8541719151,220516.26258081538
600,0.0013678175463983097,143672.1949072962,2351721.5325812455,174258.13768158384,319596.6607029848
601,0.002520415567649481,993057.5734759223,1660758.9738826589,152490.96692205287,162572.6409749412
602,0.003507313051287628,55863.75972591637,11472329.575249098,181463.02651639847,375689.72654308536
603,0.0025930943584907213,1380889.9279180805,17997573.727827847,91150.18174703354,592486.0328224831
604,0.0017983228038135008,382119.93255389656,3468030.5717475093,329123.95066039776,50413.72812886575
605,0.0020857228399054073,134.7020764026737,10435673.91445398,148167.81431654101,180196.11983466035
606,0.005147008912294532,715656.9128044453,17047354.18104133,24828.923659538374,157284.77479667807
607,0.0028570034656521326,47984.99236125218,14037071.72924379,27637.615021536953,348911.45673202793
608,0.00427842874943268,323198.1099097797,1514158.4970237094,153944.8103888758,86251.61252227637
609,0.005530755437693712,1227502.425593323,23476660.623066384,551564.356263716,306704.5429554527
610,0.0072135534576642886,64740.80465882678,3545171.5331842992,73735.65984471912,629866.9290760309
611,0.0013538092585698904,1828455.5642147863,3107741.93941501,407339.5144352313,162453.29199083205
612,0.008194693590181386,3827.237196396057,483489.5468743997,288865.7167758159,725788.5987215876
613,0.00665110350541817,283456.1730914955,4994024.392977733,56953.915020401524,1495654.297351377
614,0.0017358312875398471,1350556.8463111043,2025835.2694666563,7403.50404302436,33645.741977217614
615,0.008862207616960997,380192.3951197497,2143027.9483932666,21483.028356419352,79601.34765048139
616,0.009287851604786318,107465.38274379351,2858823.1036080965,260754.1593508799,901006.8876926639
617,0.0015497016386937738,446652.667564808,12409297.222564824,44546.161810964906,953375.4945251509
618,0.003491898833324834,315249.638488756,15625188.043151904,92810.96625827294,30844.88495142247
619,0.008255811518137552,1849676.137137029,2774514.2057055435,139310.26000370487,4533.634605434218
620,0.007734337213452926,375927.54529383976,14676425.19872478,258537.6125650853,52699.13905572264
621,0.002660689174207396,1555577.1577313507,14598951.755970836,24034.202153455466,1657398.5643135228
622,0.0028841439100303927,2224440.9077040283,10850141.619898386,104298.59876948273,59535.14135280141
623,0.0043342489251224385,568838.6725432964,1189787.756016456,132745.9918982814,209476.6256597448
624,0.005360706866719193,2407314.0731611964,8791687.24346497,155665.6745867797,565988.0224715233
625,0.006564292943772664,473719.41055951605,21756447.95494346,341146.4207785649,6183.779440795453
626,0.004320222756127952,3326416.952168716,8605537.207179239,37670.70935471425,278272.99032266083
627,0.0051628124451983315,93530.2418123615,3021702.6802444924,329876.48739481793,97314.37692980096
628,0.00772723844320381,1161613.6446599883,5207298.653684205,236102.3217589068,594879.4422952648
629,0.0013301488260153813,680851.1682311532,7782614.652275668,162327.95997178476,99996.84307342298
630,0.003271932499096187,490449.3137625131,5358859.990600832,240480.05521441763,348231.5839344666
631,0.007420146272960973,1001608.6674053278,1502413.0011079917,106211.69996474238,336459.5531489893
632,0.009056861539184793,1216913.1426351243,2805446.5015407866,29792.27026854559,75113.40033414736
633,0.005605096979040995,4372.816491746413,12161178.041841023,219182.33188966295,10625.734875433369
634,0.005789021367387842,182665.322371209,14822200.525596026,148750.16642878443,157908.49243046538
635,0.0019645481020579844,1248433.5312686663,1872650.2969029993,203983.21772646037,102406.36454551926
636,0.005026711301411092,1097768.8851674723,22834831.841361806,82497.57634002646,496609.6090654083
637,0.005793555398095209,3382792.9410405415,5074189.411560812,474744.4323398766,483378.15439248376
638,0.003182234532712567,1431449.8577567404,8142285.267449206,177040.73056756466,183207.02126192834
639,0.003423189078544429,3011307.088376879,10452162.934698937,17854.236804260072,279811.58393191354
640,0.004395557467941604,1212477.2028770873,12532705.28302256,119496.13674133563,278098.9877881
641,0.0011806407799995373,353896.2490032648,21856100.98240264,282409.4720340436,526613.4766012925
642,0.003898712490248605,111339.37821203591,2814779.155492817,316106.5071842482,166016.83100061788
643,0.002903032062968902,1522452.5761144806,14666258.836084366,136479.85051053626,96659.97721713904
644,0.0039474761696012325,1033243.797452025,1549865.6961780374,450278.7453396694,92379.68657161198
645,0.002077859186373261,49385.654451541996,9156889.483970102,62304.38258424369,230485.56229379095
646,0.009014745526659054,446365.95870775706,10160320.33554464,105729.59967249387,178886.84294524603
647,0.0063423320819864385,3141910.5125441146,8492584.524157671,457730.34410551016,174010.2542953613
648,0.007111920872300407,693949.7939883504,2180798.6984284236,453167.1718084647,28668.385298131445
649,0.008102541147466044,566918.3750725491,15479309.928941552,231489.5924471532,380397.42825970013
650,0.005485979790361516,611935.1970499989,1387163.8333179133,391771.4868895767,72139.06202586542
651,0.0017822825927868132,234309.0592525958,413450.4671676841,18592.705799239386,65802.84630295297
652,0.005833958876366931,459985.4525591702,9479646.067773625,400488.65759207465,159695.64712403825
653,0.006281570062187913,461739.08445203735,4839476.635665624,77314.90477531831,77545.09437370014
654,0.0077089552676589705,53775.34073609781,14183435.93811154,39283.65301284151,263018.8119481979
655,0.0048849359160671145,1459155.9716130497,3626475.9518837803,54721.60531188465,139308.27667153894
656,0.002148222725160074,538718.4226637698,1381933.0214204937,108246.14455456291,178758.08087451954
657,0.0035539831521885206,1726982.8397828978,13579415.911935294,57854.5352528409,231118.19915721094
658,0.004267740667587717,1899442.6877388572,5970656.8968592305,77299.5029348238,68271.82465380906
659,0.006813255171984412,238249.64435406248,1572965.0622250168,29000.180153214667,50792.5625926127
660,0.006137004742020207,1071055.9234713095,9557535.30448369,70245.60835871664,637135.6765894336
661,0.004204870533080616,639192.8577607432,5367189.045472359,169859.08428983457,170601.94870422795
662,0.009878637239136817,2121570.53930236,6953488.045641586,116626.83581641082,159356.26314375683
663,0.006451973374211985,243015.54696629723,4633883.354973687,85149.51103807853,10878.519463272993
664,0.0031350411256239508,1132623.7783834448,13232934.899745662,274440.52659574786,206732.3863210102
665,0.0019160422535836339,935861.2978430901,13270409.128831772,447940.78526446264,242345.08233454518
666,0.0023757322526589885,349985.195390159,9268267.970528323,282765.36322965054,245504.8895351266
667,0.0032136195554605734,146878.24248068754,835350.9574736983,80693.63130408275,368306.71666962054
668,0.0024461323593360012,1054518.1635854284,13690827.267467424,272861.3091958098,58615.41344075154
669,0.002679103216461752,1341693.753785471,8338027.376268296,32970.2547478611,87195.19599156767
670,0.0035658565182446244,379252.69066017674,8955766.743323982,27925.527539884,499374.9509878323
671,0.0025603623576527937,1035166.0626804981,3382190.1422348255,84815.5620622842,882206.3231640063
672,0.009070888821637826,502743.22058136744,15857083.409231119,329742.18919703324,43831.402353637415
673,0.0017221037109547799,1248994.1708327506,9692522.765177207,56564.97680728125,206537.19127581135
674,0.005720602506132292,222163.125706071,895865.2270920272,13068.496076961834,72306.82554756232
675,0.004693571442906954,2209231.3952729916,3929053.293673437,28245.796688234946,18585.97362695629
676,0.00984140755217746,338848.4927346188,16311741.881746648,391437.6577120959,118136.56571537386
677,0.002008350119512471,458527.3151883389,687790.9727825084,200906.00052735198,46536.01366760699
678,0.004580700391411676,59847.622843706085,24412002.419280536,58391.88502447866,371293.08040988893
679,0.009725233899478321,118234.37635671136,8526155.4562575,162069.1987791671,228894.17320272885
680,0.008789564133045824,725385.0879884061,7484835.479891386,149977.21186355737,46587.463957084015
681,0.00835364863854352,311418.4672257246,2366078.574195016,213095.07334503328,2785.3670458387132
682,0.003321125443404459,1804724.5077470061,2707086.7616205094,53102.60748039099,495323.4616010839
683,0.0025379882865105927,14802.405694441706,21362374.17638009,399613.58663514076,58146.21201583845
684,0.00701778897931988,476575.65565470717,2656575.4630176355,74029.79448887466,279586.31227835774
685,0.009364383902148273,411501.611341643,11204273.741109539,236920.10227254053,123258.75527003703
686,0.006010866037125369,19516.851669877113,3745703.7306119585,3251.21261921971,264194.51415934454
687,0.0061445142052290996,132809.8233045887,1124669.2959063265,93252.40910777582,113787.32886981274
688,0.003519811842942558,533825.9054757454,800738.8582136182,86683.37421513528,27285.960598077476
689,0.007925436398727434,678977.219233992,5893702.232435683,156826.49381727926,75675.17749009421
690,0.002683393737017711,518000.88323972194,27903958.215516657,15103.449325716037,62498.120288231126
691,0.003913113127638194,757019.6375133225,3454989.583400703,312254.7066398335,167595.03633333783
692,0.004828927947547751,904193.3879635168,3314322.894225749,49124.054613956054,322132.3987422465
693,0.005568493408160096,9973.390458152717,3163006.208605951,226044.00731025622,91878.51294964174
694,0.0031816875917357224,623798.6699666189,5513271.088415042,325125.7796223046,3643.0105370550627
695,0.002033531422652832,3310422.221009638,4965633.331514457,165051.09724676172,219527.33925913527
696,0.006495580381974694,731955.1215848256,15896642.589111127,270095.2759255631,279238.23684709345
697,0.0035976749791623024,1131783.2132238965,5281876.310668377,216859.2382808665,988002.9946607506
698,0.006231143992803511,373768.57968988037,5315883.6358215455,87865.33812921648,267092.46821679827
699,0.002389264437467821,1487182.1306709975,2230773.1960064964,330948.29834738164,191127.92986227202
700,0.005330260916693358,1482459.42648968,30445027.46406992,69826.79540868601,255573.68527362234
701,0.005793304892964274,736672.9262027566,2157344.4569759024,169358.9590065348,788912.991203951
702,0.0014664118314018423,3730277.5845358446,5595416.376803767,273610.54257143446,528738.5230211038
703,0.004029438503745286,134160.4072843749,8160798.120327074,95270.64017546638,117015.77805337781
704,0.0022097320924507682,17092.9200584672,6785799.292202858,72127.30114811704,81249.20290650985
705,0.0015703747342549097,1470364.0839597827,4022943.3295156667,122995.15598638581,91401.1129473703
706,0.009909642091509508,1645871.3080659462,4113855.376476901,340709.60630395287,210608.57494358398
707,0.003901184604772507,128068.88687847066,11530609.516887918,531628.598342503,408831.30660711427
708,0.008288870012691714,308678.06434803485,1633489.9563639956,157528.2403608108,209881.92327351248
709,0.003291765892873875,17708.232706465,12871550.600841962,216626.27101016341,21061.208623029634
710,0.007133524500015364,347161.2158516566,7846866.312742132,467173.8268783399,385750.90943383303
711,0.00784205073900718,1483430.452128112,4072143.742556927,20749.441639451397,491922.9467546899
712,0.006360748665470599,729729.27557207,4594065.577961849,52813.57319977935,102534.99800756645
713,0.0052441856969514256,427857.3430933416,2224383.9364899304,246817.6899412562,327305.523934746
714,0.004706568227325417,464800.0631593654,10460907.435438551,347164.08320184523,166847.28036212188
715,0.0041398143988869585,1354.5426943478146,5394254.897339195,389022.73292945896,659790.2799055469
716,0.009365762298230433,356390.02391120704,2901899.637086837,107265.33136680024,559735.9307565858
717,0.008475574670089563,1039755.0865605174,6798483.432216997,18717.11206736542,223605.10766758083
718,0.009685242195998613,3657165.4542851797,40928884.72975366,115172.93484713684,352815.4237510824
719,0.002118675011369903,1877714.9986246913,4285454.005476396,52463.84655012078,644572.4152452464
720,0.0075778072768327995,23877.7834155165,19008065.37833225,68835.37565763498,205385.30416386315
721,0.009445064111389342,2288293.749222259,3432440.6238333886,295916.7668026647,112735.8096774777
722,0.0026310975954909415,1528772.6907101525,2293159.0360652287,15706.305322214474,420320.2500581559
723,0.0015984664063009974,1515838.8483489996,2273758.2725234996,351565.7958718319,74563.89148138033
724,0.007670085843610532,612481.4528564459,4068599.6209736676,111607.58671896953,147567.3786606575
725,0.006170258018619207,507506.6259951957,1859950.7139885456,181299.7317683196,602364.601189386
726,0.008576458990824449,360848.96998231305,541273.4549734696,18785.717799965532,386665.74108358164
727,0.0022579513896366053,67952.19063427087,18488415.85352135,82304.4063656382,155159.26706838372
728,0.008157405806739012,259075.6504330275,13928449.240628187,18796.41460900021,72523.84185482211
729,0.002814645880429701,283163.8085009333,10169467.62157118,651646.6684575216,132002.24145709616
730,0.0024729034857913406,661797.884559367,1377750.1591115086,329284.3411710783,100266.17472499407
731,0.0024783921813789364,1376123.8826067157,2064185.8239100734,123101.25721028553,58107.93422973158
732,0.00833117248208244,642092.5886156549,963138.8829234822,50618.14198461073,407992.6252036122
733,0.006986774986265802,59584.89006248408,9655951.314609148,541975.6900158267,87133.7210971625
734,0.005707588822922075,3165093.4043967566,19817807.05671931,84500.8697079072,181632.92166150062
735,0.004229474357111523,2859879.1623520437,4289818.743528065,35105.20337826965,146259.43892522683
736,0.008894804867317977,1537999.2357279176,2306998.8535918766,165639.66592198695,1206507.4801918897
737,0.004532005966803719,4747644.483359943,7121466.725039914,575675.6271982623,148826.54729051667
738,0.008349394955244196,786320.7766462897,3217405.9757580124,767.5289697028423,25008.770604602367
739,0.004952214177131966,3290596.0797829,4935894.11967435,54394.514601891795,28235.765133393368
740,0.004392499864824168,78615.85344916982,7283188.604072737,557573.4181887273,268031.4467630559
741,0.005164118071026459,455202.89964627684,9512984.676166872,37527.76573796402,274410.26271334785
742,0.003712400867477279,255384.32939859107,879091.8548951282,24036.960136219313,162776.9369091704
743,0.007728484421586261,217948.4245523082,326922.6368284623,168881.11013665824,169607.61255815972
744,0.005524483510832313,151756.987371085,38794646.59793551,395874.1036954072,16632.43409208473
745,0.003089914256321356,973955.972391981,1986857.7510490813,129676.76268711634,218040.04918099687
746,0.009096171159471117,1520154.2911231597,2280231.43668474,1042951.8006367047,210801.40275128843
747,0.004455020992358903,863457.3226958268,1579253.4634718187,227369.8376966027,48596.656964654605
748,0.005891975750025898,158952.01566782515,298027.5495916336,15392.388184763338,32890.68764973623
749,0.009158248998680923,1666663.3458146541,3729520.6258886745,987629.3948579099,39570.384798339765
750,0.00661814196322593,1010476.988217397,12161396.432499424,104814.00119347124,31951.09947162627
751,0.0020520823663752767,491293.79477778083,3130520.653101253,67767.71631840568,282258.1809181524
752,0.009458489112521277,1121257.657067068,4404876.807273016,163234.41878671452,65626.95119931128
753,0.006649372477642761,300976.69459871715,8443028.891888253,72569.53172086833,86877.22872762063
754,0.004014150531913775,423413.5344939628,5333215.734137317,18085.07753668662,57192.796284124845
755,0.0022534486539704853,2494785.4019627045,14823696.536535496,285.87282670914936,949851.601916878
756,0.008146226703432666,343201.132890464,15076363.096214416,119415.94947987034,578516.0475911257
757,0.0065806548033566226,634856.1371298942,952284.2056948413,362633.50571352715,78602.2849892608
758,0.005801149827786894,2208558.8042617505,11289648.799721017,169873.75394212434,119055.52520645071
759,0.00904503324745862,1230047.6518437322,4631591.865100289,1428012.8770521504,70676.01002034008
760,0.008097374901020776,64222.01247407275,33716008.70338339,67611.75969023342,203108.9060758885
761,0.0023650739175947607,159351.06340465578,4951210.460717815,65827.26023578703,5941.611127104225
762,0.0038054986101599343,7872.4977239736145,32511251.88240295,34811.03399793545,333845.01670689264
763,0.003236402258330192,996746.7068014914,10535556.765272886,35840.5462617358,222171.1182148064
764,0.007695516633154094,593615.7870102337,2143677.349098985,67146.74875764998,686719.8509494842
765,0.0013017919126220145,144187.8005901035,5797842.653145314,314852.8111940478,53878.94830371814
766,0.0061290071638418495,3168518.3433152223,36340605.39490396,472375.3008885531,489059.4459021965
767,0.007862128171666215,754298.8546284627,14614710.701894578,738474.4670870054,471008.9359185687
768,0.008890890730855746,276931.13030920475,768293.3515964781,52868.55414925181,40808.187740767105
769,0.004078735738443168,694355.0520525156,9190812.06058117,426227.0600722352,152528.16275099208
770,0.008391315742048117,1138248.5262732562,3180039.7424622867,79575.32153262272,55954.05002924525
771,0.001995685632596865,79302.1347700508,118953.2021550762,23946.108680120866,88198.78913673261
772,0.008618070625610664,321175.17658509285,3874831.0016683675,408082.51633610413,91650.43962822396
773,0.002147397960987842,1644886.302350852,2467329.453526278,202178.33170558422,243738.98319365695
774,0.004575585615043306,615565.7215573472,12814021.845782835,36000.2651819861,159008.1047499271
775,0.008175658292015983,790930.1276058035,3086093.0178182167,112364.5845027401,885415.8997064516
776,0.002349256846138964,567071.5168023113,13181215.561492264,67727.06945740254,40529.54892040236
777,0.0030632625570937736,44892.70890015703,67339.06335023555,266964.08882886614,1091366.1988142903
778,0.007500273115537598,181221.89742519366,2759310.1021195683,120813.53994331525,78658.35334648292
779,0.00748032882891467,589763.5674222761,2069783.992054666,907127.8005359092,444675.0207938982
