EVENTID,RATE,PERSPVALUE,EXPVALUE,STDDEVC,STDDEVI
861,0.007517725393348756,128650.8359375,140000.0,92932.97923899711,150658.02961550606
862,0.008786114960799455,9997.0546875,168000.0,5502.119306204688,12606.939101680446
863,0.013588333643256229,19296.2890625,250000.0,9956.415405683169,24612.917622841152
864,0.03786295139167873,194275.296875,250000.0,133655.0983099972,231497.42096352833
865,0.012793404063804178,53262.0,125000.0,29314.02174417425,67166.86178312995
866,0.014095344327787074,18020.615234375,56000.0,9918.078683186257,22725.17315711448
867,0.02961075360452324,11734.447265625,217000.0,8072.918832854504,13982.705583883642
868,0.012683164664905483,90433.7265625,200000.0,49772.37480492346,114042.83753063732
869,0.011452234852715027,12165.1435546875,119200.0,9206.1462898366,13979.359972241467
870,0.07851027731042427,58019.00390625,250000.0,43906.71060726826,66671.51416588339
871,0.011381562843220222,20000.0,20000.0,17660.949119202454,40466.31809175446
872,0.013581545947254279,12959.7470703125,250000.0,7132.708261389718,16343.087758927622
873,0.0074681248119058885,67973.5546875,151200.0,49101.77925033565,79601.20694556288
874,0.01378015842947401,92369.6484375,250000.0,57192.587926634966,113499.14255862191
875,0.01356452963379931,35500.0,35500.0,28024.156238421154,48539.262444193744
876,0.03825858864233715,57385.515625,1000000.0,43427.309294503844,65943.55229005513
877,0.012982868001098642,12082.0712890625,143400.0,6649.658302020982,15236.281257301334
878,0.037943253641108496,32928.56640625,250000.0,21521.095622944904,39870.0177859858
879,0.03792380246978768,13544.8486328125,500000.0,10250.257831056755,15564.823707702859
880,0.03601833815001285,19982.455078125,208000.0,16496.736585055238,21995.648780073647
881,0.030238124255776374,59173.2578125,144000.0,40709.28068297411,70510.5424824934
882,0.012935399545444981,13479.70703125,214200.0,10200.960992853185,15489.96738617103
883,0.011996767020202621,21483.68359375,880000.0,16258.084676067407,24687.595763803904
884,0.014193020101974128,68443.7890625,250000.0,35315.32895459826,87301.8297214591
885,0.007838525655048969,75384.015625,250000.0,54454.84367030298,88279.3117961898
886,0.00266230257925052,1.0,1.0,2555.9092703933447,4143.5048968265755
887,0.034589800930055335,22794.251953125,250000.0,14897.62019653524,27599.35612067337
888,0.014067736251502682,72650.15625,250000.0,37485.71202317359,92667.16026465455
889,0.013425861738329995,65966.59375,200000.0,36306.300243637284,83188.18453513074
890,0.040309844244841846,32605.419921875,250000.0,29160.911746134876,34092.8836353579
891,0.01255415205531211,56842.73828125,250000.0,29329.46916847908,72504.38829153114
892,0.010134564171437557,8661.470703125,159100.0,4767.048562350915,10922.68043925174
893,0.013546099823527941,65222.62890625,250000.0,35896.84131219294,82249.99626147104
894,0.026356510275026047,14946.4248046875,250000.0,10282.655122842614,17810.0811094718
895,0.039613688114835906,122916.109375,250000.0,93018.52289673818,141246.8773275129
896,0.0063680454357944736,10281.869140625,250000.0,5658.8737854199135,12966.108734944022
897,0.014330730660271887,119913.9296875,172900.0,61872.66852344465,152953.3302320472
898,0.03403308800615076,83477.1171875,110000.0,57429.54705923915,99470.89336227001
899,0.039843937264447224,60179.83984375,250000.0,39331.68762564259,72865.95035223512
900,0.013965408761710821,139942.859375,212000.0,72207.10865615967,178500.74999112118
901,0.03452961267999082,37292.25,250000.0,30787.029046670672,41049.37206222755
902,0.02977863238955324,6817.60693359375,500000.0,4455.777665124064,8254.781163162043
903,0.003952822316118058,8328.6552734375,222200.0,6302.828939107765,9570.727186957627
904,0.00546971868937131,5779.6474609375,250000.0,2982.1573895950096,7372.09037366522
905,0.011151240201906476,11181.935546875,125000.0,6154.246963370671,14101.15127754911
906,0.010568080834153119,14370.2314453125,250000.0,7909.002235302977,18121.800707425416
907,0.00746956224127748,14163.12890625,250000.0,7795.018375640331,17860.630874971765
908,0.0035683011088085913,9155.2666015625,500000.0,6298.52625304897,10909.367483087242
909,0.0319077337978805,42401.7265625,250000.0,37922.315036441374,44336.09912392892
910,0.027896476733352788,7981.52099609375,250000.0,7138.335587294837,8345.63907488366
911,0.009400433545635014,10443.056640625,20000.0,5747.587199859647,13169.376703358055
912,0.010637618352108554,44150.40625,172500.0,31892.74875304996,51702.837092955626
913,0.03788896956567815,22801.96875,250000.0,19608.767969761557,24491.34334444391
914,0.013023478299587467,28890.2734375,250000.0,20869.348900931134,33832.28441097313
915,0.013760920894192799,19163.279296875,32200.0,14502.085553445837,22021.144126687588
916,0.031029175915841454,11635.359375,22000.0,10406.174454490096,12166.166060057727
917,0.013759433736636028,56405.9296875,250000.0,42685.993632789614,64817.878401991424
918,0.013898657723327285,33582.34765625,150000.0,24258.74340257871,39326.99147179634
919,0.03533613070916719,11856.8720703125,81000.0,9788.571749662977,13051.428999550631
920,0.013274900187018266,143000.0,143000.0,122283.05075106835,198238.81287772325
921,0.010628220043678216,12867.54296875,568000.0,7081.961518156171,16226.812362857514
922,0.01008680428498606,20642.634765625,250000.0,11361.170147132638,26031.711091253943
923,0.014380236806913603,71499.1328125,181500.0,36891.811950039904,91198.99999003456
924,0.01112750463213012,22793.380859375,75000.0,16465.161495102322,26692.448778315797
925,0.012522218955663402,6619.841796875,250000.0,4098.812655808281,8134.126095840046
926,0.036784957204693894,406000.0,406000.0,280486.8604358798,485817.4931304245
927,0.009396128944336966,85612.9296875,250000.0,61843.86257002946,100257.99834363873
928,0.012022766383688186,58015.1328125,250000.0,41908.154688019145,67939.2833612006
929,0.013622050458750016,76200.0,76200.0,91482.76757973646,148307.02319239595
930,0.014098164973074196,63632.4453125,250000.0,39399.35124885104,78188.32380599479
931,0.011808751550682905,13393.9677734375,242000.0,7371.692060968721,16890.66843464709
932,0.004781697745627732,9394.0146484375,220000.0,7109.054875810313,10794.966106619908
933,0.011936523105958212,15058.2080078125,250000.0,8287.646670596569,18989.38410052876
934,0.0325414101562457,82474.3671875,121000.0,73761.59388947095,86236.85909153975
935,0.01131468125277234,36661.39453125,223900.0,20177.479562555167,46232.41371441675
936,0.039448655928936906,78686.640625,250000.0,59547.24014501432,90421.36406844326
937,0.03527892494183124,106608.1015625,250000.0,91678.6418820014,114506.58700979645
938,0.010897734941096374,67438.2734375,1750000.0,41755.808844551444,82864.73252054417
939,0.014045973664833197,12000.0,12000.0,13839.386173186062,31710.01735517518
940,0.035476525418332606,104302.6171875,250000.0,89696.01886102713,112030.29165028388
941,0.010969304582899388,4399.029296875,154000.0,2421.1114952846924,5547.463346534912
942,0.012683098918265018,29306.912109375,171600.0,16129.763411603439,36957.93088770095
943,0.012877877073673808,145275.859375,275000.0,104942.32956079068,170126.95304031897
944,0.03643822099589315,33203.00390625,231100.0,22842.588958350112,39564.52465227423
945,0.03376074735355022,39793.17578125,250000.0,35589.33728919548,41608.54589949052
946,0.026027767433165955,6155.29541015625,250000.0,5505.036483413999,6436.100828099439
947,0.011753790197442646,13852.1494140625,187600.0,10006.320631588833,16221.71765503413
948,0.013823123104434846,31749.85546875,250000.0,16382.152500586613,40497.764863406956
949,0.006373496081538539,20746.546875,150000.0,15700.24592653553,23840.5281156632
950,0.013264355940629777,66924.9453125,135000.0,41437.97106535775,82233.98093683377
951,0.03539307632521114,661314.125,935000.0,591451.448311494,691483.365773717
952,0.03632264556680268,23682.99609375,224000.0,16293.132591232521,28220.53346247108
953,0.010749232319071333,64265.29296875,142800.0,46423.057368662194,75258.60474034365
954,0.012714391783926374,14551.748046875,250000.0,8008.904259356368,18350.705001077396
955,0.008391869253084227,7532.1455078125,101000.0,4145.497300069468,9498.5275854017
956,0.012408011164624111,25193.76171875,158000.0,13865.992242893286,31770.979519364493
957,0.012826083049423759,6646.302734375,48400.0,3657.952440273244,8381.421973050285
958,0.01361190931618339,106027.4296875,250000.0,65649.08709315395,130281.1319604447
959,0.008022081903435035,10552.8232421875,33300.0,7985.999844689998,12126.59054640847
960,0.01425842887704926,108578.75,250000.0,56023.99174931106,138495.0142841002
961,0.01284796163358283,16922.48828125,250000.0,9313.698123279193,21340.363324947524
962,0.010712437646563369,7399.74365234375,250000.0,4072.6267569021074,9331.560195403212
963,0.013013102547821412,59925.609375,88700.0,30920.15560316763,76436.67040165809
964,0.014071439278097309,42400.0,42400.0,36460.89971827711,90133.75644294448
965,0.012052614242120115,25907.76953125,250000.0,14258.963602232689,32671.390019425744
966,0.012516787791636605,137488.421875,250000.0,104046.32869723132,157992.39300102086
967,0.008924973249037144,7829.36181640625,250000.0,4309.07743849537,9873.336768665726
968,0.013355502550758668,11231.5693359375,44300.0,6181.5641120287,14163.742728296998
969,0.014412533081332838,91953.2109375,250000.0,47445.618326653785,117288.70761781602
970,0.03696625143626265,93750.734375,250000.0,80621.82776889052,100696.63060878834
971,0.010572773002187692,2890.128173828125,155000.0,2187.1458109006676,3321.1397733397384
972,0.03675037333168756,19177.55859375,250000.0,16491.922290321992,20598.404338560555
973,0.03369811607978495,10925.3544921875,11000.0,7516.28926689751,13018.594894651116
974,0.013874852901061416,8930.6650390625,53000.0,6758.408435176964,10262.51608222585
975,0.014386660585522069,67255.5546875,250000.0,34702.228943580936,85786.20593007743
976,0.034510405913320844,125099.3046875,500000.0,86064.26105362299,149067.67286074636
977,0.0144391690414817,104395.5703125,250000.0,53865.57286625718,133159.25999909258
978,0.011028088263613975,8846.533203125,195000.0,5477.514926431347,10870.1716435616
979,0.026622512315357776,9275.2353515625,250000.0,6381.0608590091615,11052.321613992972
980,0.039167225834385026,45915.109375,250000.0,34746.915391493414,52762.537427734635
981,0.00620328820789972,7968.9560546875,100000.0,6030.62141329715,9157.385179275134
982,0.03992129938907695,102794.2265625,194500.0,91934.81868915241,107483.71322863174
983,0.007769257295573424,41642.6796875,150000.0,30081.252551943948,48766.13528322732
984,0.014386598451062896,57075.50390625,250000.0,29449.570564512127,72801.28688871727
985,0.007561893965273614,8579.6796875,250000.0,6197.668195976877,10047.331811189233
986,0.009585915260725414,27084.517578125,69700.0,19564.932411391026,31717.63340417938
987,0.039941109725517725,86920.5078125,250000.0,56808.56363891653,105243.64011770401
988,0.03427811538107472,17018.671875,90000.0,15220.781997975379,17795.066012121693
989,0.011320602338645727,5063.54638671875,250000.0,3657.733335376389,5929.723782442968
990,0.00944447309233552,39848.125,54400.0,28784.927407211093,46664.60153658796
991,0.002686870603617669,1.0,1.0,2872.114092451398,5699.7331060089355
992,0.04058076798820879,61329.5078125,250000.0,40083.07515903395,74257.97215471907
993,0.013818877837569691,34349.0390625,100000.0,21267.92155224771,42206.358335814795
994,0.03772371690310349,245296.28125,250000.0,168755.87948085833,292293.7573368168
995,0.040442455136152286,196000.0,196000.0,251139.44431727522,293614.54559088557
996,0.010803654869388743,90472.109375,242000.0,65353.96836705961,105948.39617068504
997,0.03655038605597638,16323.908203125,250000.0,11230.318989530777,19451.48307507288
998,0.008080929860295533,37388.89453125,250000.0,28294.58042337103,42964.788147947234
999,0.0345214249449331,163349.109375,1000000.0,146092.5506773901,170801.118071936
1000,0.013510220115213786,162760.0625,250000.0,89578.91200495962,205251.07246725794
1001,0.004697160096970585,12992.244140625,100000.0,9832.066481926417,14929.808010285122
1002,0.013770929649644159,50000.0,50000.0,57782.64236870817,93674.16299932853
1003,0.013455124905749348,23842.216796875,250000.0,13122.13701349762,30066.5930719673
1004,0.008410243862002521,10433.6298828125,250000.0,6460.198826787593,12820.315606965889
1005,0.01194061588171298,50546.23046875,215000.0,38251.582482625476,58084.3084823496
1006,0.012447695909245228,27730.060546875,75000.0,20985.11972940836,31865.509576123924
1007,0.03677792280411555,59206.8984375,148000.0,50915.530426300385,63593.47711992773
1008,0.011629221638453863,8419.3681640625,250000.0,4633.801611534237,10617.373320131997
1009,0.01260464906349369,10749.0302734375,250000.0,7764.733124050701,12587.774571944903
1010,0.012517681492786852,35552.25390625,250000.0,19567.037363640422,44833.7149224557
1011,0.012918960146258198,28788.482421875,87800.0,17824.98732039164,35373.82815371043
1012,0.0128668724146571,22308.8828125,168000.0,12278.229804623561,28132.95873987516
1013,0.03824473560992207,34567.2421875,250000.0,23781.14061433368,41190.14380596567
1014,0.02752312094730541,53239.9609375,250000.0,45784.206275723736,57184.455310030826
1015,0.03741952749572864,100208.84375,250000.0,86175.53980341459,107633.21471664513
1016,0.009909100259999892,9781.8408203125,250000.0,5383.671182169124,12335.5403545212
1017,0.013867141314602448,92837.9765625,250000.0,47902.13585034119,118417.24914065043
1018,0.012863360030737892,141249.09375,146400.0,102033.53131240439,165411.36320085087
1019,0.03983349953503129,16693.3515625,75000.0,14355.60503637297,17930.144943589432
1020,0.008394011291606522,8549.1640625,100000.0,4705.237903620556,10781.054428058262
1021,0.01226048015473115,82500.0,82500.0,81630.31723765968,132334.7519106954
1022,0.02344147918372473,5100.0,5100.0,16545.57677136646,25124.14710274974
1023,0.01369117003213488,6283.18408203125,33000.0,4322.626703919153,7487.009073341964
1024,0.010667641161385324,15031.591796875,250000.0,8272.997799240453,18955.819319611226
1025,0.03608051536636515,31056.548828125,127000.0,21365.897535923017,37006.820081529346
1026,0.03729616984207287,13787.8857421875,220000.0,9485.617852612426,16429.57206190711
1027,0.012606861594578777,37400.0,37400.0,58209.23894783644,94365.73880566201
1028,0.0026613201888244773,1.0,1.0,2836.976133487736,4307.894894790634
1029,0.01135537564480742,50000.0,50000.0,39610.46954126894,64214.39775308979
1030,0.011992133903576589,9191.994140625,99900.0,6639.983288182326,10764.38963938496
1031,0.03771890206087027,111112.296875,250000.0,76441.65367989594,132400.8279881642
1032,0.009546896556484046,50000.0,50000.0,39767.46494349226,91118.70915002802
1033,0.011983188645068438,45149.75390625,75000.0,32614.643440434193,52873.1345705767
1034,0.014444241505499838,60747.57421875,250000.0,31344.26945255781,77485.10789772602
1035,0.01256682307891924,74973.84375,250000.0,54158.54948716752,87798.97534100176
1036,0.035799877159721376,21706.619140625,88000.0,17920.13927793146,23893.51903724194
1037,0.01254764207871132,11242.1455078125,250000.0,6187.384962396952,14177.079972007761
1038,0.032839807881837185,241392.90625,500000.0,215891.62943356638,252405.2836277304
1039,0.03956255591484724,53718.25390625,250000.0,40652.05656409763,61729.3832218181
1040,0.036957374245120106,32378.4140625,151000.0,28957.88728434444,33855.521737650095
1041,0.021956537684261573,9583.3984375,250000.0,8241.33382441869,10293.422647525547
1042,0.0373743808532815,15215.0322265625,206900.0,10467.448310422182,18130.15229925222
1043,0.03861120930765351,250000.0,250000.0,267041.4893977871,312206.0964043119
1044,0.03303648935256656,19377.19140625,250000.0,13330.878727419145,23089.759265429097
1045,0.031410692465811074,53216.96484375,78000.0,36611.54445450424,63413.055138767915
1046,0.029431386444431464,9032.9560546875,250000.0,8078.694736905855,9445.040744565056
1047,0.03863251514808495,95905.703125,250000.0,85774.01399767988,100280.93441036041
1048,0.012085740762676943,19209.169921875,250000.0,10572.228319953845,24224.01827027215
1049,0.02714889720418767,50809.33984375,250000.0,43693.97075385671,54573.75197998266
1050,0.01418925308299921,77752.40625,250000.0,40118.348813548524,99175.21259193822
1051,0.03248176663819165,5779.806640625,183300.0,3976.3193632515663,6887.187164271639
1052,0.021429154841936297,8363.9638671875,250000.0,7480.3763534811105,8745.52904203062
1053,0.024310422872422553,30515.609375,170000.0,27291.873375533232,31907.735645690307
1054,0.00858163213546585,6592.279296875,153600.0,3401.4556341575044,8408.623375987301
1055,0.040597209737798685,107867.3359375,250000.0,70498.76458826466,130606.12931933599
1056,0.034778028454526155,27858.72265625,32200.0,21082.486619946103,32013.35936792091
1057,0.01047125842216778,71148.4921875,200000.0,53842.638554563884,81759.03385768323
1058,0.013199671680826051,9526.4287109375,117000.0,5243.098989462425,12013.448997679017
1059,0.006480388264773258,15908.7333984375,220000.0,12039.161419972841,18281.24015794987
1060,0.03182429386471993,5415.064453125,250000.0,5029.274579408519,5497.3154733566125
1061,0.07859370787962115,36881.55078125,250000.0,36791.299220425026,34951.67669740128
1062,0.009615287577610068,7062.48095703125,207700.0,3887.0061271118357,8906.249902123564
1063,0.01390089822391145,18896.28515625,250000.0,10400.0246696412,23829.450139019445
1064,0.007649639798916205,7412.75390625,32900.0,4079.787262814485,9347.966975582036
1065,0.03492014606536406,17212.6484375,1186000.0,13025.917765688297,19779.61110789648
1066,0.010561899122695399,59683.15625,250000.0,45166.08168301965,68583.84545546907
1067,0.036105031825508345,20118.0234375,250000.0,13840.547118411863,23972.530813640366
1068,0.010757027257053246,224626.25,2250000.0,169989.12579544404,258125.2900015917
1069,0.010378964611731777,76207.25,250000.0,57670.92584582102,87572.21609884776
1070,0.013493994231565616,33221.21484375,150000.0,18284.093993796174,41894.1223701292
1071,0.013056717290305768,20000.0,20000.0,17398.279484012564,34527.02308144834
1072,0.013312071296089191,55891.6640625,201000.0,30761.320559614876,70483.03997061825
1073,0.009337266460504935,23423.046875,250000.0,12891.436773094563,29537.992414721542
1074,0.03890579625104195,15521.16015625,40000.0,10678.054389506671,18494.932728609423
1075,0.007834484258165688,37384.2578125,500000.0,28291.071520173507,42959.45994444475
1076,0.03803893540768754,34872.15625,220000.0,23990.91159219382,41553.47779757284
1077,0.013587771816366966,182200.25,186300.0,131615.2509014091,213367.68207078023
1078,0.013010919686808868,250000.0,250000.0,159283.74888253293,364964.91811527236
1079,0.010324848599476511,11530.1455078125,40300.0,6345.892683892994,14540.266788003057
1080,0.03841754716446305,43407.0078125,275000.0,29862.612436285868,51723.561986385335
1081,0.007318344114866378,9674.1787109375,250000.0,5324.416752834093,12199.771400676605
1082,0.01313491117089338,10598.7744140625,210800.0,8020.774050893892,12179.394524421492
1083,0.013305071525309726,79546.015625,250000.0,43780.06142641423,100312.72270817976
1084,0.007150673041043392,12943.71484375,125000.0,9795.341242773608,14874.04142543837
1085,0.009116746929326106,5413.57763671875,125000.0,3724.365695912397,6450.79061128689
1086,0.01316559460599134,28144.376953125,105000.0,15489.934249185964,35491.89810339182
1087,0.014146531218525608,36300.0,36300.0,21531.892010438874,49335.76249672551
1088,0.0403092543694873,110456.0859375,250000.0,98787.26241111699,115495.10767557466
1089,0.01133796547785481,88750.3203125,402700.0,48845.87171798007,111919.95226687315
1090,0.012025584919402444,40094.1875,250000.0,30341.84955054728,46073.52780815106
1091,0.0072185229749262315,6275.8662109375,250000.0,4749.35147074944,7211.800872379931
1092,0.013585469813903569,67539.84375,200000.0,37172.17619101106,85172.15557077172
1093,0.032160591085541895,28501.78125,178000.0,25490.790476870403,29802.036406369243
1094,0.013859491484135228,130313.5234375,250000.0,80686.32687577803,160122.6531024073
1095,0.012321430218447778,56623.890625,500000.0,31164.319045867494,71406.42550472087
1096,0.013656329849051208,48135.73828125,250000.0,29804.24295894819,59146.75560386895
1097,0.013690916086956093,77024.421875,250000.0,47691.27191779741,94643.70587922387
1098,0.009108452676782595,10877.208984375,128000.0,5612.375040200382,13874.16242738251
1099,0.012798601172086583,6362.5732421875,27800.0,3501.795095384807,8023.620546412992
1100,0.011486832805860972,8717.6162109375,64400.0,6597.180688888573,10017.694782202965
1101,0.040132979997022235,127424.1640625,250000.0,113962.79549396748,133237.27184390597
1102,0.012967485560123863,65661.3046875,250000.0,36138.2770710868,82803.19508177115
1103,0.025753424270574126,12273.681640625,250000.0,10977.062953950743,12833.60867468913
1104,0.00579815989291489,4828.4130859375,250000.0,2657.4331829639773,6088.944357609928
1105,0.03612257919787825,39499.359375,250000.0,35326.56029344593,41301.32554862733
1106,0.03870967323634224,35386.703125,122100.0,24344.90314062767,42166.60914491025
1107,0.013227654270116716,21489.11328125,184100.0,16262.193669702243,24693.83519334767
1108,0.010086200390632589,62902.203125,1056000.0,47602.14142303581,72282.95634806552
1109,0.01348105699197268,24618.787109375,119900.0,15243.233791809213,30250.31788053152
1110,0.03739795469738551,27321.2421875,100000.0,24434.966153892397,28567.640990476913
1111,0.011619542695407018,8169.1923828125,250000.0,4496.1113578556615,10301.885315162126
1112,0.0026897161062519872,1.0,1.0,2381.7465837984496,5457.267003229439
1113,0.010298934418316882,112995.921875,200000.0,81624.4028667038,132325.1638453829
1114,0.006738003636756603,9350.18359375,250000.0,5146.098253524254,11791.19239022747
1115,0.014047756615963096,43134.8203125,250000.0,23740.285016929032,54395.82655495163
1116,0.012379359613036427,9352.0029296875,100000.0,6433.874460976884,11143.797455931786
1117,0.012721511856188934,15288.6455078125,125000.0,8414.473486819637,19279.980843274996
1118,0.005328909078713203,39690.87890625,250000.0,28671.338188304027,46480.45670397591
1119,0.04034028837127975,20026.67578125,200000.0,17911.013764729483,20940.29546772154
1120,0.012800178524508144,25867.67578125,71400.0,16016.509173766728,31784.88898485806
1121,0.04029086633224881,72581.8125,220000.0,64914.11040736247,75893.00470703971
1122,0.013728007380769281,74157.0,152000.0,40814.087163131866,93516.82192278861
1123,0.0077041948101079505,8215.123046875,250000.0,4521.390402672839,10359.806883347574
1124,0.04045371345274277,99435.9375,250000.0,88931.30665942784,103972.21856007531
1125,0.007921494806087904,13634.0751953125,1924000.0,7503.840951092662,17193.459580645773
1126,0.030420624415360895,10634.1103515625,250000.0,7315.92275157832,12671.54990998275
1127,0.03347199425339771,55827.734375,803000.0,38407.66914959854,66524.03436740041
1128,0.013456415250996012,13373.51953125,20200.0,9660.574716776535,15661.212668539807
1129,0.009076332618875731,33041.9375,178600.0,23868.369523813377,38694.137991043324
1130,0.012151833710362462,38141.4921875,250000.0,28864.119458375342,43829.622459493854
1131,0.011492509104788044,1515.4998779296875,8500.0,1146.876197204778,1741.5099325567578
1132,0.012873890537097666,13115.15234375,75000.0,9022.799110595859,15627.946486039304
1133,0.014075587408056669,25790.501953125,46000.0,23065.936680025086,26967.06817738166
1134,0.011635832770061392,60517.83984375,250000.0,43716.02495082443,70870.10699157463
1135,0.0395394198132915,94254.3671875,250000.0,71328.33976708382,108310.74224045474
1136,0.012692283477980654,89438.7265625,140000.0,49224.75264211596,112788.07752398691
1137,0.014218946501769924,43865.47265625,250000.0,22633.516025680714,55951.54910243625
1138,0.038807480864488694,176268.78125,218000.0,121267.2000296082,210040.95174289946
1139,0.03471449327435969,15739.9248046875,91400.0,12994.268840156501,17325.69178687533
1140,0.014094654882067969,176694.09375,250000.0,109403.82110203327,217112.74726099346
1141,0.039251498629831905,43416.53125,199700.0,32856.08067738333,49891.34048121899
1142,0.03892183931630212,78877.8515625,133000.0,51552.13151602057,95505.56516545807
1143,0.012840297500761296,13242.720703125,205700.0,10021.618201245166,15217.638730576782
1144,0.013337922407886112,29109.365234375,250000.0,16021.0387413086,36708.81137193334
1145,0.013604551367761437,48395.71484375,109000.0,29965.212851777284,59466.20162784135
1146,0.037790951034577414,43868.484375,250000.0,30180.093332317556,52273.455028744705
1147,0.010522673675703049,54597.76171875,105000.0,41317.63667406759,62740.054099154244
1148,0.007440410153295667,27344.490234375,250000.0,15049.697369866493,34483.188691795505
1149,0.032562887111921186,5494.83447265625,250000.0,4914.348090001047,5745.50957235609
1150,0.030820644385556914,5255.40234375,250000.0,4519.432785659564,5644.7697400680145
1151,0.03781893928103682,26817.98046875,108000.0,18449.900083450157,31956.16433910494
1152,0.03256915452189468,25053.16796875,135000.0,17235.766367118846,29853.22305523669
1153,0.023382231498993676,23635.568359375,100000.0,16260.503849429133,28164.018823880568
1154,0.039373133895580184,51168.640625,250000.0,45763.073041554344,53502.96100425914
1155,0.01297887052495242,34061.453125,68200.0,23433.17415663188,40587.44822189639
1156,0.012771427932571203,30752.3046875,48400.0,21156.587442568027,36644.284365301515
1157,0.012130294855044035,9091.681640625,250000.0,5629.303677433065,11171.39761904707
1158,0.018753922869103556,42850.80078125,250000.0,29479.960052590057,51060.788616186845
1159,0.012378712683019414,19102.75390625,250000.0,10513.659708261463,24089.820722057742
1160,0.012033058303315618,38962.296875,50000.0,21443.83646496043,49134.00189546771
1161,0.009325598569928666,10460.7294921875,250000.0,5757.313878448222,13191.663323804381
1162,0.011714344337356441,13693.3271484375,240000.0,7536.451687495558,17268.180164663034
1163,0.03932951626167862,7021.78271484375,250000.0,4830.758589280269,8367.11931573318
1164,0.013929494240618715,10151.1552734375,146700.0,5586.932267170515,12801.270008450063
1165,0.013744932838610521,181387.65625,250000.0,112309.93788943274,222879.9589837462
1166,0.009127651532849375,35071.8671875,520000.0,19302.644987855627,44227.91588485418
1167,0.009412775209555958,9125.59375,200000.0,6905.923523750532,10486.514969445747
1168,0.04014644037253688,22076.623046875,198000.0,19744.400098668884,23083.76160779983
1169,0.012963636107446379,24200.0,24200.0,29025.633275541702,47054.821156539205
1170,0.008646468182905011,12128.2607421875,29300.0,6675.079777618175,15294.52917540214
1171,0.02963751782727198,8952.7001953125,250000.0,7391.000568729967,9854.667424973288
1172,0.01417247975819192,44902.54296875,275000.0,24713.19366442597,56625.040315667546
1173,0.01105442267297399,16994.328125,101100.0,12276.123441503229,19901.401893693994
1174,0.012613266722874715,24789.998046875,500000.0,13643.771202435712,31261.807149910153
1175,0.03736827732865826,28446.68359375,250000.0,25441.513458044243,29744.42518751014
1176,0.011185944618386016,11813.2705078125,30000.0,6501.717331978296,14897.305910498433
1177,0.0357153952473222,27427.98828125,250000.0,24530.435355839403,28679.256855614294
1178,0.013545791338737664,15570.6044921875,150000.0,8569.6563901829,19635.549543887577
1179,0.01094133318636979,21609.3984375,151300.0,11893.251768153656,27250.86324336575
1180,0.004547088032277778,11808.8779296875,250000.0,6093.093535350462,15062.530352866153
1181,0.021705164406269985,3554.95556640625,250000.0,3179.402252195935,3717.1331252520945
1182,0.01236938193049327,82692.375,688900.0,45511.735924813394,104280.4874421492
1183,0.011986695293673884,15000.0,15000.0,13688.03640459785,27164.016379639037
1184,0.008699840761387773,4956.03759765625,250000.0,2727.6744001847546,6249.8872050199525
1185,0.03201177907411272,157869.703125,250000.0,135761.539364151,169566.10831772166
1186,0.03996329363484104,46173.921875,147000.0,30177.85152558755,55907.53826609186
1187,0.01382722351299299,39661.25390625,165000.0,21828.524265123884,50015.43237705525
1188,0.03252726041380066,7785.17919921875,20000.0,5355.9505916082635,9276.7785474941
1189,0.013673669077269435,7460.234375,65000.0,4105.919279887841,9407.842948732303
1190,0.011864732363206886,250000.0,250000.0,210536.9103979149,341311.30134452914
1191,0.024264961285618343,38698.5234375,250000.0,31947.993621558853,42597.32482874513
1192,0.037003930036221815,151023.375,500000.0,103899.1799648103,179958.65856379378
1193,0.027310443536631816,66308.578125,500000.0,45618.149454149454,79012.9526018573
1194,0.03994401776216251,132629.625,240000.0,100369.3647039363,152408.99234139977
1195,0.01371085375466763,111141.6484375,125000.0,80284.93893228887,130153.69577503284
1196,0.012915045970160844,22421.90625,46900.0,15425.543712176046,26717.825443863538
1197,0.0076698074336208665,3900.119873046875,213800.0,2146.524703604487,4918.305967680106
1198,0.013950081728592315,48200.0,48200.0,54829.88702549802,88887.31224314375
1199,0.030166802895283607,17509.357421875,173800.0,12045.869573790002,20864.05812315234
1200,0.011746298259911605,6286.8642578125,200000.0,3460.126836322097,7928.146570797042
1201,0.03023238792056974,9341.236328125,150000.0,6426.467388572684,11130.96803019237
1202,0.011366474952860087,12093.96875,74600.0,9152.283738921515,13897.570701838886
1203,0.012526348774363146,16212.7158203125,250000.0,8923.057791460298,20445.29387991615
1204,0.0316648745481196,193719.15625,710000.0,173254.23909513972,202556.65063648022
1205,0.03794802757561752,68619.9921875,160000.0,61370.82549449595,71750.44561036507
1206,0.013975526389313502,48481.08203125,250000.0,26682.72864040325,61137.81187130701
1207,0.006252250992708977,100000.0,100000.0,86010.6143659608,139435.8578892648
1208,0.006486447884791798,35721.30078125,125000.0,25803.850240869153,41831.836939018816
1209,0.013760208952572735,33626.890625,224600.0,20820.788335802194,41319.01893545151
1210,0.008371803485200275,9744.3740234375,250000.0,7039.003689467495,11411.260405030082
1211,0.01288565512393568,38746.34375,100000.0,21324.98147262119,48861.670895908734
1212,0.013736868702380922,27253.373046875,55000.0,18749.43604488627,32474.975843006283
1213,0.01332919511928326,12459.15625,250000.0,6857.196072745381,15711.810029254808
